FIRING_HEADER_ROW,Time Cue Number,Ignition Event Time,Number Of Devices,Duration,Coordinates,Chain Identifier,Lockout Identifier,Device Delay,Prefire Delay,Effect Name,Caliber,Category,Angles,Position Name,Animation Description,Module Description,Module Address,Slat Address,Pin Address,Firing Notes,Product ID,Manufacturer Product ID,Animation ID,Location Primary,Location Secondary,Price Per Device,Mortar Caliber,Track Identifier
,,750.718,,,,,,,,,,,,,,,0,4,15,,,,,,,,,
,,751.947,,,,,,,,,,,,,,,0,5,0,,,,,,,,,
,,753.176,,,,,,,,,,,,,,,0,5,1,,,,,,,,,
,,754.404,,,,,,,,,,,,,,,0,5,2,,,,,,,,,
,,755.633,,,,,,,,,,,,,,,0,5,3,,,,,,,,,
,,756.862,,,,,,,,,,,,,,,0,5,4,,,,,,,,,
,,758.09,,,,,,,,,,,,,,,0,5,5,,,,,,,,,
,,759.319,,,,,,,,,,,,,,,2,3,15,,,,,,,,,
,,760.548,,,,,,,,,,,,,,,2,4,0,,,,,,,,,
,,761.776,,,,,,,,,,,,,,,2,4,1,,,,,,,,,
,,763.005,,,,,,,,,,,,,,,2,4,2,,,,,,,,,
,,764.234,,,,,,,,,,,,,,,2,4,3,,,,,,,,,
,,765.462,,,,,,,,,,,,,,,2,4,4,,,,,,,,,
,,766.66,,,,,,,,,,,,,,,2,5,5,,,,,,,,,
,,766.691,,,,,,,,,,,,,,,2,4,5,,,,,,,,,
,,770.539,,,,,,,,,,,,,,,2,5,6,,,,,,,,,
,,772.851,,,,,,,,,,,,,,,2,5,7,,,,,,,,,
,,774.801,,,,,,,,,,,,,,,0,1,10,,,,,,,,,
,,806.15,,,,,,,,,,,,,,,2,2,5,,,,,,,,,
,,843.07,,,,,,,,,,,,,,,1,0,15,,,,,,,,,
,,858.673,,,,,,,,,,,,,,,2,1,10,,,,,,,,,
,,934.496,,,,,,,,,,,,,,,2,2,3,,,,,,,,,
,,975.975,,,,,,,,,,,,,,,2,5,12,,,,,,,,,
,,977.753,,,,,,,,,,,,,,,2,6,4,,,,,,,,,
,,979.531,,,,,,,,,,,,,,,2,5,13,,,,,,,,,
,,981.308,,,,,,,,,,,,,,,2,5,8,,,,,,,,,
,,982.551,,,,,,,,,,,,,,,1,3,10,,,,,,,,,
,,983.086,,,,,,,,,,,,,,,2,5,9,,,,,,,,,
,,984.864,,,,,,,,,,,,,,,2,5,10,,,,,,,,,
,,986.642,,,,,,,,,,,,,,,2,6,5,,,,,,,,,
,,988.419,,,,,,,,,,,,,,,2,5,11,,,,,,,,,
,,990.197,,,,,,,,,,,,,,,2,6,6,,,,,,,,,
,,991.975,,,,,,,,,,,,,,,2,6,7,,,,,,,,,
,,994.856,,,,,,,,,,,,,,,2,0,10,,,,,,,,,
,,1012.703,,,,,,,,,,,,,,,3,0,1,,,,,,,,,
,,1050.26,,,,,,,,,,,,,,,0,0,8,,,,,,,,,
,,1063.409,,,,,,,,,,,,,,,2,6,0,,,,,,,,,
,,1067.464,,,,,,,,,,,,,,,2,6,2,,,,,,,,,
,,1069.632,,,,,,,,,,,,,,,2,6,1,,,,,,,,,
,,1071.82,,,,,,,,,,,,,,,2,6,3,,,,,,,,,
,,1072.631,,,,,,,,,,,,,,,2,5,14,,,,,,,,,
,,1074.126,,,,,,,,,,,,,,,2,5,15,,,,,,,,,
,,1084.874,,,,,,,,,,,,,,,1,3,13,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,1,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,2,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,3,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,4,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,5,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,6,,,,,,,,,
,,1089.843,,,,,,,,,,,,,,,1,4,7,,,,,,,,,
,,1094.041,,,,,,,,,,,,,,,1,2,12,,,,,,,,,
,,1099.339,,,,,,,,,,,,,,,0,2,0,,,,,,,,,
,,1099.339,,,,,,,,,,,,,,,3,1,0,,,,,,,,,
,,1100,,,,,,,,,,,,,,,2,5,0,,,,,,,,,
,,1102.2,,,,,,,,,,,,,,,2,5,1,,,,,,,,,
,,1104.4,,,,,,,,,,,,,,,2,5,2,,,,,,,,,
,,1106.6,,,,,,,,,,,,,,,2,5,3,,,,,,,,,
,,1108.8,,,,,,,,,,,,,,,2,5,4,,,,,,,,,
,,1112.478,,,,,,,,,,,,,,,0,3,6,,,,,,,,,
,,1112.478,,,,,,,,,,,,,,,3,1,7,,,,,,,,,
,,1112.645,,,,,,,,,,,,,,,0,3,4,,,,,,,,,
,,1112.645,,,,,,,,,,,,,,,3,1,6,,,,,,,,,
,,1112.811,,,,,,,,,,,,,,,0,3,3,,,,,,,,,
,,1112.811,,,,,,,,,,,,,,,3,1,5,,,,,,,,,
,,1112.978,,,,,,,,,,,,,,,0,3,2,,,,,,,,,
,,1112.978,,,,,,,,,,,,,,,3,1,4,,,,,,,,,
,,1113.145,,,,,,,,,,,,,,,0,3,1,,,,,,,,,
,,1113.145,,,,,,,,,,,,,,,3,1,3,,,,,,,,,
,,1113.311,,,,,,,,,,,,,,,0,3,0,,,,,,,,,
,,1113.311,,,,,,,,,,,,,,,3,1,2,,,,,,,,,
,,1113.36,,,,,,,,,,,,,,,1,0,3,,,,,,,,,
,,1113.36,,,,,,,,,,,,,,,2,1,7,,,,,,,,,
,,1113.478,,,,,,,,,,,,,,,0,2,15,,,,,,,,,
,,1113.478,,,,,,,,,,,,,,,3,1,1,,,,,,,,,
,,1114.198,,,,,,,,,,,,,,,1,3,14,,,,,,,,,
,,1162.023,,,,,,,,,,,,,,,1,1,0,,,,,,,,,
,,1200.171,,,,,,,,,,,,,,,1,3,1,,,,,,,,,
,,1224.305,,,,,,,,,,,,,,,1,0,0,,,,,,,,,
,,1224.305,,,,,,,,,,,,,,,2,1,9,,,,,,,,,
,,1271.376,,,,,,,,,,,,,,,2,2,0,,,,,,,,,
,,1272.771,,,,,,,,,,,,,,,0,1,7,,,,,,,,,
,,1314.638,,,,,,,,,,,,,,,2,0,7,,,,,,,,,
,,1333.794,,,,,,,,,,,,,,,1,2,9,,,,,,,,,
,,1352.943,,,,,,,,,,,,,,,1,0,1,,,,,,,,,
,,1365.922,,,,,,,,,,,,,,,2,1,5,,,,,,,,,
,,1377.152,,,,,,,,,,,,,,,0,1,9,,,,,,,,,
,,1390.349,,,,,,,,,,,,,,,2,0,4,,,,,,,,,
,,1405.618,,,,,,,,,,,,,,,1,1,10,,,,,,,,,
,,1405.618,,,,,,,,,,,,,,,2,2,8,,,,,,,,,
,,1449.578,,,,,,,,,,,,,,,0,0,15,,,,,,,,,
,,1451.578,,,,,,,,,,,,,,,3,0,15,,,,,,,,,
,,1455.797,,,,,,,,,,,,,,,2,2,6,,,,,,,,,
,,1485.28,,,,,,,,,,,,,,,0,1,2,,,,,,,,,
,,1487.029,,,,,,,,,,,,,,,2,2,10,,,,,,,,,
,,1520.709,,,,,,,,,,,,,,,0,1,1,,,,,,,,,
,,1561.165,,,,,,,,,,,,,,,1,0,6,,,,,,,,,
,,1561.353,,,,,,,,,,,,,,,3,0,10,,,,,,,,,
,,1561.54,,,,,,,,,,,,,,,0,1,5,,,,,,,,,
,,1561.728,,,,,,,,,,,,,,,0,0,4,,,,,,,,,
,,1561.915,,,,,,,,,,,,,,,1,1,9,,,,,,,,,
,,1562.103,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
,,1562.29,,,,,,,,,,,,,,,2,1,1,,,,,,,,,
,,1562.478,,,,,,,,,,,,,,,2,2,1,,,,,,,,,
,,1562.665,,,,,,,,,,,,,,,1,2,1,,,,,,,,,
,,1585.604,,,,,,,,,,,,,,,1,0,5,,,,,,,,,
,,1594.285,,,,,,,,,,,,,,,2,6,8,,,,,,,,,
,,1595.16,,,,,,,,,,,,,,,2,6,9,,,,,,,,,
,,1596.035,,,,,,,,,,,,,,,2,6,10,,,,,,,,,
,,1613.272,,,,,,,,,,,,,,,2,6,11,,,,,,,,,
,,1616.507,,,,,,,,,,,,,,,2,6,12,,,,,,,,,
,,1628.032,,,,,,,,,,,,,,,1,1,12,,,,,,,,,
,,1628.032,,,,,,,,,,,,,,,2,0,1,,,,,,,,,
,,1631.543,,,,,,,,,,,,,,,3,0,14,,,,,,,,,
,,1631.543,,,,,,,,,,,,,,,0,0,13,,,,,,,,,
,,1655.6,,,,,,,,,,,,,,,1,3,2,,,,,,,,,
,,1663.966,,,,,,,,,,,,,,,2,2,12,,,,,,,,,
,,1668.383,,,,,,,,,,,,,,,0,0,14,,,,,,,,,
,,1668.383,,,,,,,,,,,,,,,3,0,13,,,,,,,,,
,,1701.829,,,,,,,,,,,,,,,2,1,8,,,,,,,,,
,,1730.096,,,,,,,,,,,,,,,1,3,8,,,,,,,,,
,,1731.258,,,,,,,,,,,,,,,1,1,13,,,,,,,,,
,,1733.363,,,,,,,,,,,,,,,0,1,6,,,,,,,,,
,,1734.473,,,,,,,,,,,,,,,1,0,4,,,,,,,,,
,,1737.707,,,,,,,,,,,,,,,2,2,4,,,,,,,,,
,,1748.773,,,,,,,,,,,,,,,2,0,0,,,,,,,,,
,,1749.023,,,,,,,,,,,,,,,0,0,10,,,,,,,,,
,,1749.273,,,,,,,,,,,,,,,1,2,2,,,,,,,,,
,,1749.523,,,,,,,,,,,,,,,2,1,3,,,,,,,,,
,,1749.773,,,,,,,,,,,,,,,3,0,12,,,,,,,,,
,,1769.867,,,,,,,,,,,,,,,1,1,8,,,,,,,,,
,,1789.52,,,,,,,,,,,,,,,0,0,2,,,,,,,,,
,,1833.332,,,,,,,,,,,,,,,2,6,13,,,,,,,,,
,,1833.936,,,,,,,,,,,,,,,1,0,12,,,,,,,,,
,,1834.655,,,,,,,,,,,,,,,2,6,14,,,,,,,,,
,,1835.096,,,,,,,,,,,,,,,2,0,14,,,,,,,,,
,,1835.914,,,,,,,,,,,,,,,2,6,15,,,,,,,,,
,,1839.439,,,,,,,,,,,,,,,0,5,6,,,,,,,,,
,,1839.785,,,,,,,,,,,,,,,0,5,7,,,,,,,,,
,,1840.131,,,,,,,,,,,,,,,0,5,8,,,,,,,,,
,,1840.477,,,,,,,,,,,,,,,0,5,9,,,,,,,,,
,,1840.824,,,,,,,,,,,,,,,0,5,10,,,,,,,,,
,,1841.17,,,,,,,,,,,,,,,0,5,11,,,,,,,,,
,,1841.516,,,,,,,,,,,,,,,0,5,12,,,,,,,,,
,,1841.862,,,,,,,,,,,,,,,2,4,6,,,,,,,,,
,,1842.208,,,,,,,,,,,,,,,2,4,7,,,,,,,,,
,,1842.554,,,,,,,,,,,,,,,2,4,12,,,,,,,,,
,,1842.901,,,,,,,,,,,,,,,2,4,8,,,,,,,,,
,,1843.247,,,,,,,,,,,,,,,2,4,9,,,,,,,,,
,,1843.593,,,,,,,,,,,,,,,2,4,10,,,,,,,,,
,,1843.939,,,,,,,,,,,,,,,2,4,11,,,,,,,,,
,,1849.62,,,,,,,,,,,,,,,2,0,15,,,,,,,,,
,,1849.62,,,,,,,,,,,,,,,1,0,13,,,,,,,,,
,,1851.212,,,,,,,,,,,,,,,1,1,6,,,,,,,,,
,,1851.479,,,,,,,,,,,,,,,0,1,12,,,,,,,,,
,,1851.745,,,,,,,,,,,,,,,1,0,7,,,,,,,,,
,,1852.012,,,,,,,,,,,,,,,1,2,3,,,,,,,,,
,,1852.279,,,,,,,,,,,,,,,2,2,11,,,,,,,,,
,,1852.545,,,,,,,,,,,,,,,2,0,9,,,,,,,,,
,,1852.812,,,,,,,,,,,,,,,2,1,2,,,,,,,,,
,,1878.76,,,,,,,,,,,,,,,0,3,7,,,,,,,,,
,,1879.348,,,,,,,,,,,,,,,0,3,8,,,,,,,,,
,,1879.936,,,,,,,,,,,,,,,0,3,9,,,,,,,,,
,,1880.525,,,,,,,,,,,,,,,0,3,10,,,,,,,,,
,,1881.113,,,,,,,,,,,,,,,0,3,11,,,,,,,,,
,,1881.701,,,,,,,,,,,,,,,0,3,12,,,,,,,,,
,,1882.289,,,,,,,,,,,,,,,1,5,8,,,,,,,,,
,,1882.878,,,,,,,,,,,,,,,1,5,9,,,,,,,,,
,,1883.466,,,,,,,,,,,,,,,1,5,10,,,,,,,,,
,,1884.054,,,,,,,,,,,,,,,1,5,11,,,,,,,,,
,,1884.642,,,,,,,,,,,,,,,1,5,12,,,,,,,,,
,,1885.231,,,,,,,,,,,,,,,1,5,13,,,,,,,,,
,,1885.819,,,,,,,,,,,,,,,3,2,7,,,,,,,,,
,,1886.407,,,,,,,,,,,,,,,3,2,8,,,,,,,,,
,,1886.995,,,,,,,,,,,,,,,3,2,9,,,,,,,,,
,,1887.584,,,,,,,,,,,,,,,3,2,10,,,,,,,,,
,,1888.172,,,,,,,,,,,,,,,3,2,11,,,,,,,,,
,,1888.76,,,,,,,,,,,,,,,3,2,12,,,,,,,,,
,,1893.18,,,,,,,,,,,,,,,0,1,11,,,,,,,,,
,,1911.098,,,,,,,,,,,,,,,2,1,0,,,,,,,,,
,,1919.593,,,,,,,,,,,,,,,1,0,2,,,,,,,,,
,,1923.08,,,,,,,,,,,,,,,1,0,11,,,,,,,,,
,,1923.937,,,,,,,,,,,,,,,2,2,14,,,,,,,,,
,,1981.393,,,,,,,,,,,,,,,0,4,0,,,,,,,,,
,,1981.393,,,,,,,,,,,,,,,2,3,0,,,,,,,,,
,,1985.593,,,,,,,,,,,,,,,1,2,13,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,8,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,9,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,10,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,11,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,12,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,13,,,,,,,,,
,,1989.792,,,,,,,,,,,,,,,1,4,14,,,,,,,,,
,,1990.046,,,,,,,,,,,,,,,1,4,0,,,,,,,,,
,,1994.086,,,,,,,,,,,,,,,2,2,13,,,,,,,,,
,,1994.335,,,,,,,,,,,,,,,0,1,13,,,,,,,,,
,,1997.918,,,,,,,,,,,,,,,1,1,3,,,,,,,,,
,,2027.032,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
,,2055.415,,,,,,,,,,,,,,,0,0,1,,,,,,,,,
,,2068.231,,,,,,,,,,,,,,,3,0,0,,,,,,,,,
,,2110.729,,,,,,,,,,,,,,,1,1,11,,,,,,,,,
,,2130.085,,,,,,,,,,,,,,,2,0,5,,,,,,,,,
,,2133.571,,,,,,,,,,,,,,,1,3,11,,,,,,,,,
,,2135.086,,,,,,,,,,,,,,,1,2,4,,,,,,,,,
,,2135.942,,,,,,,,,,,,,,,1,3,12,,,,,,,,,
,,2190.193,,,,,,,,,,,,,,,1,2,5,,,,,,,,,
,,2195.559,,,,,,,,,,,,,,,1,2,8,,,,,,,,,
,,2242.121,,,,,,,,,,,,,,,1,3,4,,,,,,,,,
,,2266.259,,,,,,,,,,,,,,,1,3,0,,,,,,,,,
,,2300.195,,,,,,,,,,,,,,,1,0,9,,,,,,,,,
,,2332.412,,,,,,,,,,,,,,,1,0,14,,,,,,,,,
